키워드,언론사,기사명,날짜,URL
서울경제,백신 접종률 70% 돌파에···항공·여행·유통株 '웃음',14면 4단,https://www.sedaily.com/NewsView/22RI0ZDJ6E,해외 백신
글로벌경제,"인트론바이오, mRNA 백신 효율 극대화 플랫폼 기술 미국 특허 출원 ",2021-09-16,http://www.getnews.co.kr/news/articleView.html?idxno=550547,해외 백신
연합뉴스TV,"[현장연결] ""내일부터 잔여백신으로도 2차접종…화이자 3주-모더나 4주 이후""",2021-09-17,http://www.yonhapnewstv.co.kr/MYH20210916011700038/?did=1825m,해외 백신
데일리안,[9/18일(토) 코로나19 종합] 신규 확진자 2087명…정부 “백신 1차 접종률 70...,2021-09-19,https://www.dailian.co.kr/news/view/1034702/?sc=Naver,해외 백신
중앙일보,[고현곤 칼럼] 백신을 둘러싼 끝없는 눈속임,A35면 1단,https://www.joongang.co.kr/article/25006937,해외 백신
MBC,SK바이오사이언스 코로나 백신 국내 임상 3상에 723명 모집,2021-09-16,https://imnews.imbc.com/news/2021/society/article/6301013_34873.html,해외 백신
뉴스프리존,[국내 코로나19 현황] 21시 기준 전날보다 13명 많은 1911명 발생.. 접종 204...,2021-09-18,http://www.newsfreezone.co.kr/news/articleView.html?idxno=336637,해외 백신
위키트리,“올해 인플루엔자(독감) 백신 접종이 드디어 시작됐습니다”,2021-09-19,https://www.wikitree.co.kr/articles/688659,해외 백신
이데일리,[뉴스+]알아봐야 쓸모있는 '자가격리' 없는 해외여행,2021-09-17,http://www.edaily.co.kr/news/newspath.asp?newsid=02187766629180448,해외 백신
TBS,"정부 ""건강한 12~17세, 코로나19 백신 접종 강제 안해""",2021-09-15,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3449151&seq_800=20441728,해외 백신
통일뉴스,"'코로나19' 신규 확진 1,910명...백신 1차 접종 3,646만명",2021-09-19,http://www.tongilnews.com/news/articleView.html?idxno=203203,해외 백신
YTN,"""백신 완료자 17일 유럽여행 출발""...코로나19 사태 이후 처음",2021.09.10.,https://www.ytn.co.kr/_ln/0102_202109101351314072,해외 백신
파이낸셜뉴스,'K-글로벌 백신펀드' 만들고 스마트 임상시험 체계 세운다[K-글로벌 백신허브...,18면 1단,http://www.fnnews.com/news/202109161811391983,해외 백신
이투데이,"'역대 두 번째' 서울 확진자 746명 증가…""백신 접종 기간 단축""",2021-09-18,https://www.etoday.co.kr/news/view/2063260,해외 백신
중앙일보,"[비즈 칼럼] 코로나 백신 개발, 임상 참여가 중요하다",E4면 1단,https://www.joongang.co.kr/article/25007598,해외 백신
세계일보,[단독] 스태프 백신 맞춘 하이브… BTS 해외활동 재개하나,A20면 1단,http://www.segye.com/content/html/2021/09/13/20210913513020.html?OutUrl=naver,해외 백신
중앙일보,베트남 여행 가볼까…내달 백신접종 관광객에 푸꾸옥 재개방,2021.09.11.,https://www.joongang.co.kr/article/25006301,해외 백신
헬스경향,내일부턴 2차 접종도 잔여백신으로 가능…빠른 접종 독려,2021-09-17,http://www.k-health.com/news/articleView.html?idxno=55622,해외 백신
헬스경향,내일부턴 2차 접종도 잔여백신으로 가능…빠른 접종 독려,2021-09-17,http://www.k-health.com/news/articleView.html?idxno=55622,해외 백신
이투데이,"베트남, 내달 백신 접종 해외 관광객에 푸꾸옥섬 재개방 결정",2021.09.11.,https://www.etoday.co.kr/news/view/2061466,해외 백신
동아사이언스,"영국 12~15세 백신 접종 시작, 국내도 4분기 아동·청소년 시작…당신이 알아...",2021-09-16,https://www.dongascience.com/news/view/49329,해외 백신
뉴스1,"전 세계특별여행주의보 또 연장 ""백신·트레블버블 종합 검토""",2021-09-14,https://www.news1.kr/articles/?4432503,해외 백신
뉴시스,"당국 ""추석까지 30만~80만명 접종…백신의무화보다 독려 필요""",2021.09.09.,http://www.newsis.com/view/?id=NISX20210909_0001578488&cID=10201&pID=10200,해외 백신
동아사이언스,영국·남아공에서도 소아청소년 코로나19 백신 접종 시작,2021-09-13,https://www.dongascience.com/news/view/49282,해외 백신
동아일보,‘낮 다르고 밤 다른’ 알쏭달쏭 백신 인센티브 정리,2021.09.10.,https://www.donga.com/news/article/all/20210910/109187767/1,해외 백신
헬스인뉴스,"인트론바이오, mRNA 백신 플랫폼 기술 미국 특허 출원",2021-09-16,http://www.healthinnews.co.kr/news/articleView.html?idxno=25273,해외 백신
