키워드,언론사,기사명,날짜,URL
경상매일신문,"이강덕 포항시장, 경로당 방문해 지친 어르신 격려",2021.06.10.,http://www.ksmnews.co.kr/default/index_view_page.php?idx=338383&part_idx=7,이강덕 시장 백신
일요신문,[포항시정] 75세 이상 어르신 81% 화이자백신 접종 마쳐 外,2021.06.29.,https://ilyo.co.kr/?ac=article_view&entry_id=405550,이강덕 시장 백신
대경일보,"포항시, 5년간 6조 8000억 투자 유치",2021-09-07,http://www.dkilbo.com/news/articleView.html?idxno=343534,이강덕 시장 백신
경북도민일보,"""고3 백신접종 무엇보다 안전에 초점""",2021.07.19.,http://www.hidomin.com/news/articleView.html?idxno=458933,이강덕 시장 백신
프레시안,"포항시, 75세 이상 어르신 백신접종 대상자 80.7% 접종 완료",2021.06.30.,https://www.pressian.com/pages/articles/2021062915380708511?utm_source=naver&utm_medium=search,이강덕 시장 백신
데일리한국,"포항시, 75세 이상 어르신 '81% 화이자 백신 접종' 마쳐",2021.06.29.,https://daily.hankooki.com/lpage/society/202106/dh20210629163516148520.htm?s_ref=nv,이강덕 시장 백신
뉴스핌,백신 예방접종센터 개소 준비 점검하는 이강덕 포항시장,2021.03.11.,http://www.newspim.com/news/view/20210311001126,이강덕 시장 백신
뉴데일리,"포항시, 6조 8천억 원 역대 최고 투자유치로 1만7천개 일자리 창출",2021-09-07,http://tk.newdaily.co.kr/site/data/html/2021/09/06/2021090600253.html,이강덕 시장 백신
경북도민일보,"""고3 백신접종 무엇보다 안전에 초점""",2021.07.19.,http://www.hidomin.com/news/articleView.html?idxno=458933,이강덕 시장 백신
프레시안,"포항시, 75세 이상 어르신 백신접종 대상자 80.7% 접종 완료",2021.06.30.,https://www.pressian.com/pages/articles/2021062915380708511?utm_source=naver&utm_medium=search,이강덕 시장 백신
데일리한국,"포항시, 75세 이상 어르신 '81% 화이자 백신 접종' 마쳐",2021.06.29.,https://daily.hankooki.com/lpage/society/202106/dh20210629163516148520.htm?s_ref=nv,이강덕 시장 백신
뉴스핌,백신 예방접종센터 개소 준비 점검하는 이강덕 포항시장,2021.03.11.,http://www.newspim.com/news/view/20210311001126,이강덕 시장 백신
경북일보,"이강덕 시장 ""포항 연구중심의과대학 유치 타당성 건의""",2021.04.14.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2074276,이강덕 시장 백신
쿠키뉴스,"포항시, 10일부터 얀센 백신 접종 '시작'",2021.06.09.,http://www.kukinews.com/newsView/kuk202106090192,이강덕 시장 백신
뉴스웨이,"이강덕 포항시장, 코로나19 극복 유공자에 감사패 전달",2021.04.05.,http://www.newsway.co.kr/news/view?tp=1&ud=2021040518024667760,이강덕 시장 백신
쿠키뉴스,"[포항소식] 이강덕 시장, 도시재생 뉴딜사업 현장 '점검' 외",2021.03.26.,http://www.kukinews.com/newsView/kuk202103260217,이강덕 시장 백신
브레이크뉴스,"이강덕 포항시장, 코로나19 예방접종센터 설치 현장 점검 나서",2021.03.11.,http://www.breaknews.com/791473,이강덕 시장 백신
노컷뉴스,"포항시, 75세 이상 어르신 백신접종 3개월 대장정 마무리",2021.06.29.,https://www.nocutnews.co.kr/news/5579640,이강덕 시장 백신
뉴스핌,백신 예방접종센터 개소 준비 점검하는 이강덕 포항시장,2021.03.11.,http://www.newspim.com/news/view/20210311001126,이강덕 시장 백신
경북도민일보,"포항시, 6조 8000억 투자유치로 1만7000개 일자리 창출",2021-09-07,http://www.hidomin.com/news/articleView.html?idxno=462898,이강덕 시장 백신
경북일보,"이강덕 시장 ""포항 연구중심의과대학 유치 타당성 건의""",2021.04.14.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2074276,이강덕 시장 백신
쿠키뉴스,"포항시, 10일부터 얀센 백신 접종 '시작'",2021.06.09.,http://www.kukinews.com/newsView/kuk202106090192,이강덕 시장 백신
뉴스웨이,"이강덕 포항시장, 코로나19 극복 유공자에 감사패 전달",2021.04.05.,http://www.newsway.co.kr/news/view?tp=1&ud=2021040518024667760,이강덕 시장 백신
